cl_d5_diagnose_begindatum|cl_d5_diagnose_einddatum|cl_d5_diagnose_code|cl_d5_diagnose_groep_code|cl_d5_diagnose_beschrijving|cl_d5_diagnose_hierarchieniveau|cl_d5_diagnose_selecteerbaar|cl_d5_diagnose_refcode_icd9cm|cl_d5_diagnose_mutatie
20170101|99991231|D5_4.02.01.03|D5_4.02.01|Depressieve stoornis: eenmalige episode - ernstig|4|1|296.23|
20170101|99991231|D5_4.02.01.04|D5_4.02.01|Depressieve stoornis: eenmalige episode - Met psychotische kenmerken|4|1|296.24|
20170101|99991231|D5_4.02.01.05|D5_4.02.01|Depressieve stoornis: eenmalige episode - Gedeeltelijk in remissie|4|1|296.25|
20170101|99991231|D5_4.02.01.06|D5_4.02.01|Depressieve stoornis: eenmalige episode - Volledig in remissie|4|1|296.26|
20170101|99991231|D5_4.02.01.07|D5_4.02.01|Depressieve stoornis: eenmalige episode - Ongespecificeerd|4|1|296.20|
20170101|99991231|D5_4.02.02|D5_4.02|Depressieve stoornis: recidiverende episode|3|0||
20170101|99991231|D5_4.02.02.01|D5_4.02.02|Depressieve stoornis: recidiverende episode - licht|4|1|296.31|
20170101|99991231|D5_4.02.02.02|D5_4.02.02|Depressieve stoornis: recidiverende episode - matig|4|1|296.32|
20170101|99991231|D5_4.02.02.03|D5_4.02.02|Depressieve stoornis: recidiverende episode - ernstig|4|1|296.33|
20170101|99991231|D5_4.02.02.04|D5_4.02.02|Depressieve stoornis: recidiverende episode - Met psychotische kenmerken|4|1|296.34|
20170101|99991231|D5_4.02.02.05|D5_4.02.02|Depressieve stoornis: recidiverende episode - Gedeeltelijk in remissie|4|1|296.35|
20170101|99991231|D5_4.02.02.06|D5_4.02.02|Depressieve stoornis: recidiverende episode - Volledig in remissie|4|1|296.36|
20170101|99991231|D5_4.02.02.07|D5_4.02.02|Depressieve stoornis: recidiverende episode - Ongespecificeerd|4|1|296.30|
20170101|99991231|D5_4.03|D5_4|Persisterende depressieve stoornis (dysthymie)|2|2|300.4|
20170101|99991231|D5_4.03.01|D5_4.03|Persisterende depressieve stoornis (dysthymie): vroeg begin|3|1|300.4|
20170101|99991231|D5_4.03.02|D5_4.03|Persisterende depressieve stoornis (dysthymie): laat begin|3|1|300.4|
20170101|99991231|D5_4.03.03|D5_4.03|Persisterende depressieve stoornis (dysthymie): met atypische kenmerken|3|1|300.4|
20170101|99991231|D5_4.04|D5_4|Premenstruele stemmingsstoornis|2|1|625.4|
20170101|99991231|D5_4.05|D5_4|Depressieve stemmingsstoornis door een middel|2|0||
20170101|99991231|D5_4.05.01|D5_4.05|Depressieve-stemmingsstoornis door alcohol|3|2|291.89|
20170101|99991231|D5_4.05.01.01|D5_4.05.01|Depressieve-stemmingsstoornis door alcohol: met begin tijdens intoxicatie|4|1|291.89|
20170101|99991231|D5_4.05.01.02|D5_4.05.01|Depressieve-stemmingsstoornis door alcohol: met begin tijdens onttrekking|4|1|291.89|
20170101|99991231|D5_4.05.02|D5_4.05|Depressieve-stemmingsstoornis door fencyclidine|3|2|292.84|
20170101|99991231|D5_4.05.02.01|D5_4.05.02|Depressieve-stemmingsstoornis door fencyclidine: met begin tijdens intoxicatie|4|1|292.84|
20170101|99991231|D5_4.05.03|D5_4.05|Depressieve-stemmingsstoornis door andere hallucinogenen|3|2|292.84|
20170101|99991231|D5_4.05.03.01|D5_4.05.03|Depressieve-stemmingsstoornis door andere hallucinogenen: met begin tijdens intoxicatie|4|1|292.84|
20170101|99991231|D5_4.05.04|D5_4.05|Depressieve-stemmingsstoornis door hypnotica of anxiolytica|3|2|292.84|
20170101|99991231|D5_4.05.04.01|D5_4.05.04|Depressieve-stemmingsstoornis door hypnotica of anxiolytica: met begin tijdens intoxicatie|4|1|292.84|
20170101|99991231|D5_4.05.04.02|D5_4.05.04|Depressieve-stemmingsstoornis door hypnotica of anxiolytica: met begin tijdens onttrekking|4|1|292.84|
20170101|99991231|D5_4.05.05|D5_4.05|Depressieve-stemmingsstoornis door amfetamine (of andere stimulantia)|3|2|292.84|
20170101|99991231|D5_4.05.05.01|D5_4.05.05|Depressieve-stemmingsstoornis door amfetamine (of andere stimulantia): met begin tijdens intoxicatie|4|1|292.84|
20170101|99991231|D5_4.05.05.02|D5_4.05.05|Depressieve-stemmingsstoornis door amfetamine (of andere stimulantia): met begin tijdens onttrekking|4|1|292.84|
20170101|99991231|D5_4.05.06|D5_4.05|Depressieve-stemmingsstoornis door cocaïne|3|2|292.84|
20170101|99991231|D5_4.05.06.01|D5_4.05.06|Depressieve-stemmingsstoornis door cocaïne: met begin tijdens intoxicatie|4|1|292.84|
20170101|99991231|D5_4.05.06.02|D5_4.05.06|Depressieve-stemmingsstoornis door cocaïne: met begin tijdens onttrekking|4|1|292.84|
20170101|99991231|D5_4.05.07|D5_4.05|Depressieve-stemmingsstoornis door een ander (of onbekend middel)|3|2|292.84|
20170101|99991231|D5_4.05.07.01|D5_4.05.07|Depressieve-stemmingsstoornis door een ander (of onbekend middel): met begin tijdens intoxicatie|4|1|292.84|
20170101|99991231|D5_4.05.07.02|D5_4.05.07|Depressieve-stemmingsstoornis door een ander (of onbekend middel): met begin tijdens onttrekking|4|1|292.84|
20170101|99991231|D5_4.06|D5_4|Depressieve-stemmingsstoornis door een somatische aandoening|2|2|293.83|
20170101|99991231|D5_4.06.01|D5_4.06|Depressieve-stemmingsstoornis door een somatische aandoening: met depressieve kenmerken|3|1|293.83|
20170101|99991231|D5_4.06.02|D5_4.06|Depressieve-stemmingsstoornis door een somatische aandoening: met depressieve episode|3|1|293.83|
20170101|99991231|D5_4.06.03|D5_4.06|Depressieve-stemmingsstoornis door een somatische aandoening: met gemengde kenmerken|3|1|293.83|
20170101|99991231|D5_4.07|D5_4|Andere depressieve stemmingsstoornissen|2|0||
20170101|99991231|D5_4.07.01|D5_4.07|Andere gespecificeerde depressieve-stemmingsstoornis|3|1|311|
20170101|99991231|D5_4.07.02|D5_4.07|Ongespecificeerde depressieve-stemmingsstoornis|3|1|311|
20170101|99991231|D5_5||Angststoornissen|1|0||
20170101|99991231|D5_5.01|D5_5|Specifieke fobie|2|2|300.29|
20170101|99991231|D5_5.01.01|D5_5.01|Specifieke fobie: dier|3|1|300.29|
20170101|99991231|D5_5.01.02|D5_5.01|Specifieke fobie: natuurlijke omgeving|3|1|300.29|
20170101|99991231|D5_5.01.03|D5_5.01|Specifieke fobie: bloed-injecties-verwonding|3|1|300.29|
20170101|99991231|D5_5.01.04|D5_5.01|Specifieke fobie: situationeel|3|1|300.29|
20170101|99991231|D5_5.01.05|D5_5.01|Specifieke fobie: overige|3|1|300.29|
20170101|99991231|D5_5.02|D5_5|Sociale angststoornis (sociale fobie)|2|1|300.23|
20170101|99991231|D5_5.03|D5_5|Paniekstoornis|2|1|300.01|
20170101|99991231|D5_5.04|D5_5|Agorafobie|2|1|300.22|
20170101|99991231|D5_5.05|D5_5|Gegeneraliseerde-angststoornis|2|1|300.02|
20170101|99991231|D5_5.06|D5_5|Angststoornis door een middel|2|0||
20170101|99991231|D5_5.06.01|D5_5.06|Angststoornis door alcohol|3|2|291.89|
20170101|99991231|D5_5.06.01.01|D5_5.06.01|Angststoornis door alcohol: met begin tijdens intoxicatie|4|1|291.89|
20170101|99991231|D5_5.06.01.02|D5_5.06.01|Angststoornis door alcohol: met begin tijdens onttrekking|4|1|291.89|
20170101|99991231|D5_5.06.02|D5_5.06|Angststoornis door cafeïne|3|2|292.89|
20170101|99991231|D5_5.06.02.01|D5_5.06.02|Angststoornis door cafeïne: met begin tijdens intoxicatie|4|1|292.89|
20170101|99991231|D5_5.06.03|D5_5.06|Angststoornis door cannabis|3|2|292.89|
20170101|99991231|D5_5.06.03.01|D5_5.06.03|Angststoornis door cannabis: met begin tijdens intoxicatie|4|1|292.89|
20170101|99991231|D5_5.06.04|D5_5.06|Angststoornis door fencyclidine|3|2|292.89|
20170101|99991231|D5_5.06.04.01|D5_5.06.04|Angststoornis door fencyclidine: met begin tijdens intoxicatie|4|1|292.89|
20170101|99991231|D5_5.06.05|D5_5.06|Angststoornis door andere hallucinogenen|3|2|292.89|
20170101|99991231|D5_5.06.05.01|D5_5.06.05|Angststoornis door andere hallucinogenen: met begin tijdens intoxicatie|4|1|292.89|
20170101|99991231|D5_5.06.06|D5_5.06|Angststoornis door inhalantia|3|2|292.89|
20170101|99991231|D5_5.06.06.01|D5_5.06.06|Angststoornis door inhalantia: met begin tijdens intoxicatie|4|1|292.89|
20170101|99991231|D5_5.06.07|D5_5.06|Angststoornis door opioïden|3|2|292.89|
20170101|99991231|D5_5.06.07.01|D5_5.06.07|Angststoornis door opioïden: met begin tijdens intoxicatie|4|1|292.89|
20170101|99991231|D5_5.06.07.02|D5_5.06.07|Angststoornis door opioïden: met begin tijdens onttrekking|4|1|292.89|
20170101|99991231|D5_5.06.08|D5_5.06|Angststoornis door hypnotica of anxiolytica|3|2|292.89|
20170101|99991231|D5_5.06.08.01|D5_5.06.08|Angststoornis door hypnotica of anxiolytica: met begin tijdens onttrekking|4|1|292.89|
20170101|99991231|D5_5.06.09|D5_5.06|Angststoornis door amfetamine (of andere stimulantia)|3|2|292.89|
20170101|99991231|D5_5.06.09.01|D5_5.06.09|Angststoornis door amfetamine (of andere stimulantia): met begin tijdens intoxicatie|4|1|292.89|
20170101|99991231|D5_5.06.09.02|D5_5.06.09|Angststoornis door amfetamine (of andere stimulantia): met begin tijdens onttrekking|4|1|292.89|
20170101|99991231|D5_5.06.10|D5_5.06|Angststoornis door cocaïne|3|2|292.89|
20170101|99991231|D5_5.06.10.01|D5_5.06.10|Angststoornis door cocaïne: met begin tijdens intoxicatie|4|1|292.89|
20170101|99991231|D5_5.06.10.02|D5_5.06.10|Angststoornis door cocaïne: met begin tijdens onttrekking|4|1|292.89|
20170101|99991231|D5_5.06.11|D5_5.06|Angststoornis door een ander (of onbekend) middel|3|2|292.89|
20170101|99991231|D5_5.06.11.01|D5_5.06.11|Angststoornis door een ander (of onbekend) middel: met begin tijdens intoxicatie|4|1|292.89|
20170101|99991231|D5_5.06.11.02|D5_5.06.11|Angststoornis door een ander (of onbekend) middel: met begin tijdens onttrekking|4|1|292.89|
20170101|99991231|D5_5.07|D5_5|Angststoornis door een somatische aandoening|2|1|293.84|
20170101|99991231|D5_5.08|D5_5|Andere angststoornissen|2|0||
20170101|99991231|D5_5.08.01|D5_5.08|Andere gespecificeerde angststoornis|3|1|300.09|
20170101|99991231|D5_5.08.02|D5_5.08|Ongespecificeerde angststoornis|3|1|300.00|
20190101|99991231|D5_5.09|D5_5|Angststoornissen|2|0||
20190101|99991231|D5_5.09.01|D5_5.09|Separatieangststoornis|3|1|309.21|
20190101|99991231|D5_5.09.02|D5_5.09|Selectief mutisme|3|1|313.23|
20170101|99991231|D5_6||Obsessieve-compulsieve en verwante stoornissen|1|0||
20170101|99991231|D5_6.01|D5_6|Obsessieve-compulsieve stoornis|2|2|300.3|
20170101|99991231|D5_6.01.01|D5_6.01 |Obsessieve-compulsieve stoornis: met gering realiteitsbesef|3|1|300.3|
20170101|99991231|D5_6.02|D5_6|Verzamelstoornis|2|2|300.3|
20170101|99991231|D5_6.02.01|D5_6.02 |Verzamelstoornis: met excessief verwerven en/of Gering of ontbrekend realiteitsbesef|3|1|300.3|
20170101|99991231|D5_6.03|D5_6 |Morfodysfore stoornis|2|1|300.7|
20170101|99991231|D5_6.04|D5_6 |Trichotillomanie (haaruittrekstoornis)|2|1|312.39|
20170101|99991231|D5_6.05|D5_6|Excoriatiestoornis (huidpulkstoornis)|2|2|698.4|
20170101|99991231|D5_6.05.01|D5_6.05 |Excoriatiestoornis (huidpulkstoornis): ernstige lichamelijke complicaties|3|1|698.4|
20170101|99991231|D5_6.06|D5_6|Obsessieve-compulsieve of verwante stoornis door een middel|2|0||
20170101|99991231|D5_6.06.01|D5_6.06 |Obsessieve-compulsieve of verwante stoornis door amfetamine (of andere stimulantia)|3|2|292.89|
20170101|99991231|D5_6.06.01.01|D5_6.06.01|Obsessieve-compulsieve of verwante stoornis door amfetamine (of andere stimulantia): met begin tijdens intoxicatie|4|1|292.89|
20170101|99991231|D5_6.06.01.02|D5_6.06.01|Obsessieve-compulsieve of verwante stoornis door amfetamine (of andere stimulantia): met begin tijdens onttrekking|4|1|292.89|
20170101|99991231|D5_6.06.02|D5_6.06|Obsessieve-compulsieve of verwante stoornis door cocaïne|3|2|292.89|
20170101|99991231|D5_6.06.02.01|D5_6.06.02|Obsessieve-compulsieve of verwante stoornis door cocaïne: met begin tijdens intoxicatie|4|1|292.89|
20170101|99991231|D5_6.06.02.02|D5_6.06.02|Obsessieve-compulsieve of verwante stoornis door cocaïne: met begin tijdens onttrekking|4|1|292.89|
20170101|99991231|D5_6.06.03|D5_6.06|Obsessieve-compulsieve of verwante stoornis door een ander (of onbekend) middel|3|2|292.89|
20170101|99991231|D5_6.06.03.01|D5_6.06.03|Obsessieve-compulsieve of verwante stoornis door een ander (of onbekend) middel: met begin tijdens intoxicatie|4|1|292.89|
20170101|99991231|D5_6.06.03.02|D5_6.06.03|Obsessieve-compulsieve of verwante stoornis door een ander (of onbekend) middel: met begin tijdens onttrekking|4|1|292.89|
20170101|99991231|D5_6.07|D5_6|Obsessieve-compulsieve of verwante stoornis door een somatische aandoening|2|1|294.8|
20170101|99991231|D5_6.08|D5_6|Andere obsessieve-compulsieve of verwante stoornissen|2|0||
20170101|99991231|D5_6.08.01|D5_6.08 |Andere gespecificeerde obsessieve-compulsieve of verwante stoornis|3|1|300.3|
20170101|99991231|D5_6.08.02|D5_6.08 |Ongespecificeerde obsessieve-compulsieve of verwante stoornis|3|1|300.3|
20170101|99991231|D5_7||Trauma- en stressorgerelateerde stoornissen|1|0||
20170101|99991231|D5_7.01|D5_7|Posttraumatische-stressstoornis|2|0||
20170101|99991231|D5_7.01.01|D5_7.01|Posttraumatische stressstoornis (incl. de posttraumatische-stressstoornis bij kinderen van 6 jaar en jonger)|3|1|309.81|
20170101|99991231|D5_7.01.02|D5_7.01|Posttraumatische stressstoornis (incl. de posttraumatische-stressstoornis bij kinderen van 6 jaar en jonger): met uitgestelde expressie|3|1|309.81|
20170101|99991231|D5_7.02|D5_7|Acute stressstoornis|2|1|308.3|
20170101|99991231|D5_7.03|D5_7|Aanpassingsstoornissen|2|0||
20170101|99991231|D5_7.03.01|D5_7.03|Aanpassingsstoornissen - met een sombere stemming|3|2|309.0|
20170101|99991231|D5_7.03.01.01|D5_7.03.01|Aanpassingsstoornissen - met een sombere stemming: acuut|4|1|309.0|
20170101|99991231|D5_7.03.01.02|D5_7.03.01|Aanpassingsstoornissen - met een sombere stemming: persisterend (chronisch)|4|1|309.0|
20170101|99991231|D5_7.03.02|D5_7.03|Aanpassingsstoornissen - met angst|3|2|309.24|
20170101|99991231|D5_7.03.02.01|D5_7.03.02|Aanpassingsstoornissen - met angst: acuut|4|1|309.24|
20170101|99991231|D5_7.03.02.02|D5_7.03.02|Aanpassingsstoornissen - met angst: persisterend (chronisch)|4|1|309.24|
20170101|99991231|D5_7.03.03|D5_7.03|Aanpassingsstoornissen - met gemengd angstige en sombere stemming|3|2|309.28|
20170101|99991231|D5_7.03.03.01|D5_7.03.03|Aanpassingsstoornissen - met gemengd angstige en sombere stemming: acuut|4|1|309.28|
20170101|99991231|D5_7.03.03.02|D5_7.03.03|Aanpassingsstoornissen - met gemengd angstige en sombere stemming: persisterend (chronisch)|4|1|309.28|
20170101|99991231|D5_7.03.04|D5_7.03|Aanpassingsstoornissen - met een stoornis in het gedrag|3|2|309.3|
20170101|99991231|D5_7.03.04.01|D5_7.03.04|Aanpassingsstoornissen - met een stoornis in het gedrag: acuut|4|1|309.3|
20170101|99991231|D5_7.03.04.02|D5_7.03.04|Aanpassingsstoornissen - met een stoornis in het gedrag: persisterend (chronisch)|4|1|309.3|
20170101|99991231|D5_7.03.05|D5_7.03|Aanpassingsstoornissen - met een gemengde stoornis van emoties en gedrag|3|2|309.4|
20170101|99991231|D5_7.03.05.01|D5_7.03.05|Aanpassingsstoornissen - met een gemengde stoornis van emoties en gedrag: acuut|4|1|309.4|
20170101|99991231|D5_7.03.05.02|D5_7.03.05|Aanpassingsstoornissen - met een gemengde stoornis van emoties en gedrag: persisterend (chronisch)|4|1|309.4|
20170101|99991231|D5_7.03.06|D5_7.03|Aanpassingsstoornissen - Ongespecificeerd|3|2|309.9|
20170101|99991231|D5_7.03.06.01|D5_7.03.06|Aanpassingsstoornissen - Ongespecificeerd: acuut|4|1|309.9|
20170101|99991231|D5_7.03.06.02|D5_7.03.06|Aanpassingsstoornissen - Ongespecificeerd: persisterend (chronisch)|4|1|309.9|
20170101|99991231|D5_7.03.07|D5_7.03|Andere trauma- of stressor-gerelateerde stoornissen|3|0||
20170101|99991231|D5_7.03.07.01|D5_7.03.07|Andere gespecificeerde trauma- of stressorgerelateerde stoornis|4|1|309.89|
20170101|99991231|D5_7.03.07.02|D5_7.03.07|Ongespecificeerde trauma- of stressor-gerelateerde stoornis|4|1|309.9|
20190101|99991231|D5_7.03.08|D5_7.03|Trauma- of stressor-gerelateerde stoornissen|3|0||
20190101|99991231|D5_7.03.08.01|D5_7.03.08|Reactieve hechtingsstoornis|4|1|313.89|
20190101|99991231|D5_7.03.08.02|D5_7.03.08|Ontremd sociaalcontactstoornis|4|1|313.89|
20170101|99991231|D5_8||Dissociatieve stoornissen|1|0||
20170101|99991231|D5_8.01|D5_8|Dissociatieve identiteitsstoornis|2|1|300.14|
20170101|99991231|D5_8.02|D5_8|Dissociatieve amnesie|2|2|300.12|
20170101|99991231|D5_8.02.01|D5_8.02|Dissociatieve amnesie: met dissociatieve fugue|3|1|300.13|
20170101|99991231|D5_8.03|D5_8 |Depersonalisatie- / derealisatiestoornis|2|1|300.6|
20170101|99991231|D5_8.04|D5_8|Andere dissociatieve stoornissen|2|0||
20170101|99991231|D5_8.04.01|D5_8.04|Andere gespecificeerde dissociatieve stoornis|3|1|300.15|
20170101|99991231|D5_8.04.02|D5_8.04|Ongespecificeerde dissociatieve stoornis|3|1|300.15|
20170101|99991231|D5_9||Somatisch-symptoomstoornis en verwante stoornissen|1|0||
20170101|99991231|D5_9.01|D5_9|Somatisch-symptoomstoornis|2|1|300.82|
20170101|99991231|D5_9.02|D5_9|Ziekteangststoornis|2|1|300.7|
20170101|99991231|D5_9.03|D5_9|Conversiestoornis (functioneel-neurologisch-symptoomstoornis)|2|0||
20170101|99991231|D5_9.03.01|D5_9.03|Conversiestoornis (functioneel-neurologisch-symptoomstoornis): met zwakte of paralyse|3|1|300.11|
20170101|99991231|D5_9.03.02|D5_9.03|Conversiestoornis (functioneel-neurologisch-symptoomstoornis): met abnormale bewegingen|3|1|300.11|
20170101|99991231|D5_9.03.03|D5_9.03|Conversiestoornis (functioneel-neurologisch-symptoomstoornis): met sliksymptomen|3|1|300.11|
20170101|99991231|D5_9.03.04|D5_9.03|Conversiestoornis (functioneel-neurologisch-symptoomstoornis): met spraaksymptomen|3|1|300.11|
20170101|99991231|D5_9.03.05|D5_9.03|Conversiestoornis (functioneel-neurologisch-symptoomstoornis): met aanvullen of convulsies|3|1|300.11|
20170101|99991231|D5_9.03.06|D5_9.03|Conversiestoornis (functioneel-neurologisch-symptoomstoornis): met anesthesie of sensibiliteitsverlies|3|1|300.11|
20170101|99991231|D5_9.03.07|D5_9.03|Conversiestoornis (functioneel-neurologisch-symptoomstoornis): met speciale zintuigelijke symptomen|3|1|300.11|
20170101|99991231|D5_9.03.08|D5_9.03|Conversiestoornis (functioneel-neurologisch-symptoomstoornis): met gemengde symptomen|3|1|300.11|
20170101|99991231|D5_9.04|D5_9|Psychische factoren die somatische aandoeningen beïnvloeden|2|1|316|
20170101|99991231|D5_9.05|D5_9|Nagebootste stoornis (pathomimie)|2|1|300.19|
20170101|99991231|D5_9.06|D5_9|Andere somatisch-symptoomstoornis of verwante stoornissen|2|0||
20170101|99991231|D5_9.06.01|D5_9.06 |Andere gespecificeerde somatisch-symptoomstoornis of verwante stoornis|3|1|300.89|
20170101|99991231|D5_9.06.02|D5_9.06 |Ongespecificeerde somatisch-symptoomstoornis of verwante stoornis|3|1|300.82|
