cl_activiteit_begindatum|cl_activiteit_einddatum|cl_activiteit_code|cl_activiteit_groepcode|cl_activiteit_element|cl_activiteit_beschrijving|cl_activiteit_aanspraak_type|cl_activiteit_hierarchieniveau|cl_activiteit_selecteerbaar|cl_activiteit_sorteervolgorde|cl_activiteit_soort|cl_activiteit_mag_direct|cl_activiteit_mag_indirect|cl_activiteit_mag_reistijd|cl_activiteit_mag_groep|cl_activiteit_mutatie|cl_activiteit_branche_indicatie
20130101|99991231|act_7.2|act_7|No show|No show|D|2|1|1490|Tijdschrijven|N|N|J|N||0
20000101|20061231|act_7.3|act_7|Interne patiëntbespreking (MDO)|Interne patiëntbespreking (MDO)||2|1|1500|Tijdschrijven|N|J|J|J||1
20070101|20121231|act_7.3|act_7|Interne patiëntbespreking (MDO)|Interne patiëntbespreking (MDO)||2|1|1500|Tijdschrijven|N|J|N|J||0
20130101|99991231|act_7.3|act_7|Interne patiëntbespreking (MDO)|Interne patiëntbespreking (MDO)|D|2|1|1500|Tijdschrijven|N|J|N|J||0
20000101|20061231|act_7.4|act_7|Extern overleg met derden (buiten de instelling)|Extern overleg met derden (buiten de instelling)||2|1|1510|Tijdschrijven|N|J|J|J||1
20070101|20081231|act_7.4|act_7|Extern overleg met derden (buiten de instelling)|Extern overleg met derden (buiten de instelling)||2|1|1510|Tijdschrijven|N|J|N|J||0
20090101|20121231|act_7.4|act_7|Extern overleg met derden (buiten de instelling)|Extern overleg met derden (buiten de instelling)||2|1|1510|Tijdschrijven|N|J|N|J||1
20130101|99991231|act_7.4|act_7|Extern overleg met derden (buiten de instelling)|Extern overleg met derden (buiten de instelling)|D|2|1|1510|Tijdschrijven|N|J|N|J||1
20000101|20061231|act_7.5|act_7|Verslaglegging algemeen (b.v. Ontslagbrief, correspondentie)|Verslaglegging algemeen (b.v. Ontslagbrief, correspondentie)||2|1|1520|Tijdschrijven|N|J|J|J||1
20070101|20121231|act_7.5|act_7|Verslaglegging algemeen (b.v. Ontslagbrief, correspondentie)|Verslaglegging algemeen (b.v. Ontslagbrief, correspondentie)||2|1|1520|Tijdschrijven|N|J|N|J||0
20130101|99991231|act_7.5|act_7|Verslaglegging algemeen (b.v. Ontslagbrief, correspondentie)|Verslaglegging algemeen (b.v. Ontslagbrief, correspondentie)|D|2|1|1520|Tijdschrijven|N|J|N|J||0
20000101|20061231|act_7.6|act_7|Activiteiten ivm juridische procedures (b.v. IBS, BOPZ)|Activiteiten ivm juridische procedures (b.v. IBS, BOPZ)||2|1|1530|Tijdschrijven|N|J|J|J||1
20070101|20081231|act_7.6|act_7|Activiteiten ivm juridische procedures (b.v. IBS, BOPZ)|Activiteiten ivm juridische procedures (b.v. IBS, BOPZ)||2|1|1530|Tijdschrijven|N|J|N|J||0
20090101|20121231|act_7.6|act_7|Activiteiten ivm juridische procedures (b.v. IBS, BOPZ)|Activiteiten ivm juridische procedures (b.v. IBS, BOPZ)||2|1|1530|Tijdschrijven|N|J|N|J||1
20130101|99991231|act_7.6|act_7|Activiteiten ivm juridische procedures (b.v. IBS, BOPZ)|Activiteiten ivm juridische procedures (b.v. IBS, BOPZ)|D|2|1|1530|Tijdschrijven|N|J|N|J||1
20000101|20061231|act_7.7|act_7|Regelen tolken|Regelen tolken||2|1|1540|Tijdschrijven|N|J|J|J||1
20070101|20121231|act_7.7|act_7|Regelen tolken|Regelen tolken||2|1|1540|Tijdschrijven|N|J|N|J||0
20130101|99991231|act_7.7|act_7|Regelen tolken|Regelen tolken|D|2|1|1540|Tijdschrijven|N|J|N|J||0
20070101|99991231|act_7.8|act_7|Dossierstudie|Dossierstudie||2|1|1545|Tijdschrijven|N|J|N|J||2
20090101|99991231|act_7.9|act_7|Extern overleg met derden (buiten de instelling)|Extern overleg met derden (buiten de instelling)||2|1|1511|Tijdschrijven|N|J|J|J||2
20000101|99991231|act_8||Verblijf (per verblijfsdag)|Verblijf (per verblijfsdag)||1|0|1550|Verblijfsdag|N|N|N|N||0
20000101|20081231|act_8.1|act_8|Verblijf kinderen en jeugdigen|Verblijf kinderen en jeugdigen||2|0|1560|Verblijfsdag|N|N|N|N||0
20090101|20141231|act_8.1|act_8|Verblijf kinderen en jeugdigen|Verblijf kinderen en jeugdigen||2|0|1560|Verblijfsdag|N|N|N|N||1
20000101|20061231|act_8.1.1|act_8.1|Verblijf kinderen en jeugdigen 1|Verblijf kinderen en jeugdigen 1||3|1|1570|Verblijfsdag|N|N|N|J||1
20070101|20081231|act_8.1.1|act_8.1|Verblijf kinderen en jeugdigen 1|Verblijf kinderen en jeugdigen 1||3|1|1570|Verblijfsdag|N|N|N|N||0
20090101|20111231|act_8.1.1|act_8.1|Verblijf kinderen en jeugdigen 1|Verblijf kinderen en jeugdigen 1||3|1|1570|Verblijfsdag|N|N|N|N||1
20000101|20061231|act_8.1.2|act_8.1|Verblijf kinderen en jeugdigen 2|Verblijf kinderen en jeugdigen 2||3|1|1580|Verblijfsdag|N|N|N|J||1
20070101|20081231|act_8.1.2|act_8.1|Verblijf kinderen en jeugdigen 2|Verblijf kinderen en jeugdigen 2||3|1|1580|Verblijfsdag|N|N|N|N||0
20090101|20111231|act_8.1.2|act_8.1|Verblijf kinderen en jeugdigen 2|Verblijf kinderen en jeugdigen 2||3|1|1580|Verblijfsdag|N|N|N|N||1
20000101|20061231|act_8.1.3|act_8.1|Verblijf kinderen en jeugdigen 3|Verblijf kinderen en jeugdigen 3||3|1|1590|Verblijfsdag|N|N|N|J||1
20070101|20081231|act_8.1.3|act_8.1|Verblijf kinderen en jeugdigen 3|Verblijf kinderen en jeugdigen 3||3|1|1590|Verblijfsdag|N|N|N|N||0
20090101|20111231|act_8.1.3|act_8.1|Verblijf kinderen en jeugdigen 3|Verblijf kinderen en jeugdigen 3||3|1|1590|Verblijfsdag|N|N|N|N||1
20000101|20061231|act_8.1.4|act_8.1|Verblijf kinderen en jeugdigen 4|Verblijf kinderen en jeugdigen 4||3|1|1600|Verblijfsdag|N|N|N|J||1
20070101|20081231|act_8.1.4|act_8.1|Verblijf kinderen en jeugdigen 4|Verblijf kinderen en jeugdigen 4||3|1|1600|Verblijfsdag|N|N|N|N||0
20090101|20111231|act_8.1.4|act_8.1|Verblijf kinderen en jeugdigen 4|Verblijf kinderen en jeugdigen 4||3|1|1600|Verblijfsdag|N|N|N|N||1
20000101|20061231|act_8.1.5|act_8.1|Verblijf kinderen en jeugdigen 5|Verblijf kinderen en jeugdigen 5||3|1|1610|Verblijfsdag|N|N|N|J||1
20070101|20081231|act_8.1.5|act_8.1|Verblijf kinderen en jeugdigen 5|Verblijf kinderen en jeugdigen 5||3|1|1610|Verblijfsdag|N|N|N|N||0
20090101|20111231|act_8.1.5|act_8.1|Verblijf kinderen en jeugdigen 5|Verblijf kinderen en jeugdigen 5||3|1|1610|Verblijfsdag|N|N|N|N||1
20070101|20081231|act_8.1.6|act_8.1|Verblijf kinderen en jeugdigen 6|Verblijf kinderen en jeugdigen 6||3|1|1611|Verblijfsdag|N|N|N|N||0
20090101|20131231|act_8.1.6|act_8.1|Verblijf kinderen en jeugdigen 6|Verblijf kinderen en jeugdigen 6||3|1|1611|Verblijfsdag|N|N|N|N||1
20190101|99991231|act_8.10|act_8|Verblijf crisis binnen budget|Verblijf crisis binnen budget||2|0|2070|Verblijfsdag|N|N|N|N|3|1
20190101|99991231|act_8.10.4|act_8.10|Verblijf crisis binnen budget D (gemiddelde verzorgingsgraad)|Verblijf crisis binnen budget D (gemiddelde verzorgingsgraad)|D|3|1|2080|Verblijfsdag|N|N|N|N|3|1
20190101|99991231|act_8.10.5|act_8.10|Verblijf crisis binnen budget E (intensieve verzorgingsgraad)|Verblijf crisis binnen budget E (intensieve verzorgingsgraad)|D|3|1|2090|Verblijfsdag|N|N|N|N|3|1
20190101|99991231|act_8.10.6|act_8.10|Verblijf crisis binnen budget F (extra intensieve verzorgingsgraad)|Verblijf crisis binnen budget F (extra intensieve verzorgingsgraad)|D|3|1|2100|Verblijfsdag|N|N|N|N|3|1
20190101|99991231|act_8.10.7|act_8.10|Verblijf crisis binnen budget G (zeer intensieve verzorgingsgraad)|Verblijf crisis binnen budget G (zeer intensieve verzorgingsgraad)|D|3|1|2110|Verblijfsdag|N|N|N|N|3|1
20190101|99991231|act_8.10.8|act_8.10|Verblijf crisis binnen budget H (high intensieve care)|Verblijf crisis binnen budget H (high intensieve care)||3|1|2120|Verblijfsdag|N|N|N|N|3|1
20190101|99991231|act_8.11|act_8|Deelprestatie verblijf GGZ  (beveiligingsniveau 2)|Deelprestaties verblijf GGZ (24 uurs verblijf)||2|0|2130|Verblijfsdag|N|N|N|N||1
20190101|99991231|act_8.11.1|act_8.11|Deelprestatie verblijf GGZ A2 (Lichte verzorgingsgraad, beveiligingsniveau 2)|Deelprestatie verblijf GGZ A2 (Lichte verzorgingsgraad, beveiligingsniveau 2)|D|3|1|2140|Verblijfsdag|N|N|N|N||1
20190101|99991231|act_8.11.2|act_8.11|Deelprestatie verblijf GGZ B2 (Beperkte verzorgingsgraad, beveiligingsniveau 2)|Deelprestatie verblijf GGZ B2 (Beperkte verzorgingsgraad, beveiligingsniveau 2)|D|3|1|2150|Verblijfsdag|N|N|N|N||1
20190101|99991231|act_8.11.3|act_8.11|Deelprestatie verblijf GGZ C2 (Matige verzorgingsgraad, beveiligingsniveau 2)|Deelprestatie verblijf GGZ C2 (Matige verzorgingsgraad, beveiligingsniveau 2)|D|3|1|2160|Verblijfsdag|N|N|N|N||1
20190101|99991231|act_8.11.4|act_8.11|Deelprestatie verblijf GGZ D2 (Gemiddelde verzorgingsgraad, beveiligingsniveau 2)|Deelprestatie verblijf GGZ D2 (Gemiddelde verzorgingsgraad, beveiligingsniveau 2)|D|3|1|2170|Verblijfsdag|N|N|N|N||1
20190101|99991231|act_8.11.5|act_8.11|Deelprestatie verblijf GGZ E2 (Intensieve verzorgingsgraad, beveiligingsniveau 2)|Deelprestatie verblijf GGZ E2 (Intensieve verzorgingsgraad, beveiligingsniveau 2)|D|3|1|2180|Verblijfsdag|N|N|N|N||1
20190101|99991231|act_8.11.6|act_8.11|Deelprestatie verblijf GGZ F2 (Extra intensieve verzorgingsgraad, beveiligingsniveau 2)|Deelprestatie verblijf GGZ F2 (Extra intensieve verzorgingsgraad, beveiligingsniveau 2)|D|3|1|2190|Verblijfsdag|N|N|N|N||1
20190101|99991231|act_8.11.7|act_8.11|Deelprestatie verblijf GGZ G2 (Zeer intensieve verzorgingsgraad, beveiligingsniveau 2)|Deelprestatie verblijf GGZ G2 (Zeer intensieve verzorgingsgraad, beveiligingsniveau 2)|D|3|1|2200|Verblijfsdag|N|N|N|N||1
20190101|99991231|act_8.12|act_8|Deelprestatie verblijf GGZ  (beveiligingsniveau 3)|Deelprestaties verblijf GGZ (24 uurs verblijf)||2|0|2210|Verblijfsdag|N|N|N|N||1
20190101|99991231|act_8.12.1|act_8.12|Deelprestatie verblijf GGZ A3 (Lichte verzorgingsgraad, beveiligingsniveau 3)|Deelprestatie verblijf GGZ A3 (Lichte verzorgingsgraad, beveiligingsniveau 3)|D|3|1|2220|Verblijfsdag|N|N|N|N||1
20190101|99991231|act_8.12.2|act_8.12|Deelprestatie verblijf GGZ B3 (Beperkte verzorgingsgraad, beveiligingsniveau 3)|Deelprestatie verblijf GGZ B3 (Beperkte verzorgingsgraad, beveiligingsniveau 3)|D|3|1|2230|Verblijfsdag|N|N|N|N||1
20190101|99991231|act_8.12.3|act_8.12|Deelprestatie verblijf GGZ C3 (Matige verzorgingsgraad, beveiligingsniveau 3)|Deelprestatie verblijf GGZ C3 (Matige verzorgingsgraad, beveiligingsniveau 3)|D|3|1|2240|Verblijfsdag|N|N|N|N||1
20190101|99991231|act_8.12.4|act_8.12|Deelprestatie verblijf GGZ D3 (Gemiddelde verzorgingsgraad, beveiligingsniveau 3)|Deelprestatie verblijf GGZ D3 (Gemiddelde verzorgingsgraad, beveiligingsniveau 3)|D|3|1|2250|Verblijfsdag|N|N|N|N||1
20190101|99991231|act_8.12.5|act_8.12|Deelprestatie verblijf GGZ E3 (Intensieve verzorgingsgraad, beveiligingsniveau 3)|Deelprestatie verblijf GGZ E3 (Intensieve verzorgingsgraad, beveiligingsniveau 3)|D|3|1|2260|Verblijfsdag|N|N|N|N||1
20190101|99991231|act_8.12.6|act_8.12|Deelprestatie verblijf GGZ F3 (Extra intensieve verzorgingsgraad, beveiligingsniveau 3)|Deelprestatie verblijf GGZ F3 (Extra intensieve verzorgingsgraad, beveiligingsniveau 3)|D|3|1|2270|Verblijfsdag|N|N|N|N||1
20190101|99991231|act_8.12.7|act_8.12|Deelprestatie verblijf GGZ G3 (Zeer intensieve verzorgingsgraad, beveiligingsniveau 3)|Deelprestatie verblijf GGZ G3 (Zeer intensieve verzorgingsgraad, beveiligingsniveau 3)|D|3|1|2280|Verblijfsdag|N|N|N|N||1
20000101|20081231|act_8.2|act_8|Verblijf ouderen|Verblijf ouderen||2|0|1620|Verblijfsdag|N|N|N|N||0
20090101|20141231|act_8.2|act_8|Verblijf ouderen|Verblijf ouderen||2|0|1620|Verblijfsdag|N|N|N|N||1
20000101|20061231|act_8.2.1|act_8.2|Verblijf ouderen 1|Verblijf ouderen 1||3|1|1630|Verblijfsdag|N|N|N|J||1
20070101|20081231|act_8.2.1|act_8.2|Verblijf ouderen 1|Verblijf ouderen 1||3|1|1630|Verblijfsdag|N|N|N|N||0
20090101|20111231|act_8.2.1|act_8.2|Verblijf ouderen 1|Verblijf ouderen 1||3|1|1630|Verblijfsdag|N|N|N|N||1
20000101|20061231|act_8.2.2|act_8.2|Verblijf ouderen 2|Verblijf ouderen 2||3|1|1640|Verblijfsdag|N|N|N|J||1
20070101|20081231|act_8.2.2|act_8.2|Verblijf ouderen 2|Verblijf ouderen 2||3|1|1640|Verblijfsdag|N|N|N|N||0
20090101|20111231|act_8.2.2|act_8.2|Verblijf ouderen 2|Verblijf ouderen 2||3|1|1640|Verblijfsdag|N|N|N|N||1
20000101|20061231|act_8.2.3|act_8.2|Verblijf ouderen 3|Verblijf ouderen 3||3|1|1650|Verblijfsdag|N|N|N|J||1
20070101|20081231|act_8.2.3|act_8.2|Verblijf ouderen 3|Verblijf ouderen 3||3|1|1650|Verblijfsdag|N|N|N|N||0
20090101|20111231|act_8.2.3|act_8.2|Verblijf ouderen 3|Verblijf ouderen 3||3|1|1650|Verblijfsdag|N|N|N|N||1
20000101|20061231|act_8.2.4|act_8.2|Verblijf ouderen 4|Verblijf ouderen 4||3|1|1660|Verblijfsdag|N|N|N|J||1
20070101|20081231|act_8.2.4|act_8.2|Verblijf ouderen 4|Verblijf ouderen 4||3|1|1660|Verblijfsdag|N|N|N|N||0
20090101|20111231|act_8.2.4|act_8.2|Verblijf ouderen 4|Verblijf ouderen 4||3|1|1660|Verblijfsdag|N|N|N|N||1
20000101|20061231|act_8.2.5|act_8.2|Verblijf ouderen 5|Verblijf ouderen 5||3|1|1670|Verblijfsdag|N|N|N|J||1
20070101|20081231|act_8.2.5|act_8.2|Verblijf ouderen 5|Verblijf ouderen 5||3|1|1670|Verblijfsdag|N|N|N|N||0
20090101|20111231|act_8.2.5|act_8.2|Verblijf ouderen 5|Verblijf ouderen 5||3|1|1670|Verblijfsdag|N|N|N|N||1
20070101|20081231|act_8.2.6|act_8.2|Verblijf ouderen 6|Verblijf ouderen 6||3|1|1671|Verblijfsdag|N|N|N|N||0
20090101|20131231|act_8.2.6|act_8.2|Verblijf ouderen 6|Verblijf ouderen 6||3|1|1671|Verblijfsdag|N|N|N|N||1
20000101|20081231|act_8.3|act_8|Verblijf volwassenen kort|Verblijf volwassenen kort||2|0|1680|Verblijfsdag|N|N|N|N||0
20090101|20141231|act_8.3|act_8|Verblijf volwassenen kort|Verblijf volwassenen kort||2|0|1680|Verblijfsdag|N|N|N|N||1
20000101|20061231|act_8.3.1|act_8.3|Verblijf volwassenen kort 1|Verblijf volwassenen kort 1||3|1|1690|Verblijfsdag|N|N|N|J||1
20070101|20081231|act_8.3.1|act_8.3|Verblijf volwassenen kort 1|Verblijf volwassenen kort 1||3|1|1690|Verblijfsdag|N|N|N|N||0
20090101|20111231|act_8.3.1|act_8.3|Verblijf volwassenen kort 1|Verblijf volwassenen kort 1||3|1|1690|Verblijfsdag|N|N|N|N||1
20000101|20061231|act_8.3.2|act_8.3|Verblijf volwassenen kort 2|Verblijf volwassenen kort 2||3|1|1700|Verblijfsdag|N|N|N|J||1
20070101|20081231|act_8.3.2|act_8.3|Verblijf volwassenen kort 2|Verblijf volwassenen kort 2||3|1|1700|Verblijfsdag|N|N|N|N||0
20090101|20111231|act_8.3.2|act_8.3|Verblijf volwassenen kort 2|Verblijf volwassenen kort 2||3|1|1700|Verblijfsdag|N|N|N|N||1
20000101|20061231|act_8.3.3|act_8.3|Verblijf volwassenen kort 3|Verblijf volwassenen kort 3||3|1|1710|Verblijfsdag|N|N|N|J||0
20070101|20081231|act_8.3.3|act_8.3|Verblijf volwassenen kort 3|Verblijf volwassenen kort 3||3|1|1710|Verblijfsdag|N|N|N|N||0
20090101|20111231|act_8.3.3|act_8.3|Verblijf volwassenen kort 3|Verblijf volwassenen kort 3||3|1|1710|Verblijfsdag|N|N|N|N||1
20000101|20061231|act_8.3.4|act_8.3|Verblijf volwassenen kort 4|Verblijf volwassenen kort 4||3|1|1720|Verblijfsdag|N|N|N|J||1
20070101|20081231|act_8.3.4|act_8.3|Verblijf volwassenen kort 4|Verblijf volwassenen kort 4||3|1|1720|Verblijfsdag|N|N|N|N||0
20090101|20111231|act_8.3.4|act_8.3|Verblijf volwassenen kort 4|Verblijf volwassenen kort 4||3|1|1720|Verblijfsdag|N|N|N|N||1
20000101|20061231|act_8.3.5|act_8.3|Verblijf volwassenen kort 5|Verblijf volwassenen kort 5||3|1|1730|Verblijfsdag|N|N|N|J||1
20070101|20081231|act_8.3.5|act_8.3|Verblijf volwassenen kort 5|Verblijf volwassenen kort 5||3|1|1730|Verblijfsdag|N|N|N|N||0
20090101|20111231|act_8.3.5|act_8.3|Verblijf volwassenen kort 5|Verblijf volwassenen kort 5||3|1|1730|Verblijfsdag|N|N|N|N||1
20070101|20081231|act_8.3.6|act_8.3|Verblijf volwassenen kort 6|Verblijf volwassenen kort 6||3|1|1731|Verblijfsdag|N|N|N|N||0
20090101|20131231|act_8.3.6|act_8.3|Verblijf volwassenen kort 6|Verblijf volwassenen kort 6||3|1|1731|Verblijfsdag|N|N|N|N||1
20000101|20141231|act_8.4|act_8|Verblijf verslavingszorg|Verblijf verslavingszorg||2|0|1740|Verblijfsdag|N|N|N|N||1
20070101|20081231|act_8.4|act_8|Verblijf verslavingszorg|Verblijf verslavingszorg||2|0|1740|Verblijfsdag|N|N|N|N||2
20000101|20061231|act_8.4.1|act_8.4|Verblijf verslavingszorg 1|Verblijf verslavingszorg 1||3|1|1750|Verblijfsdag|N|N|N|J||1
20070101|20081231|act_8.4.1|act_8.4|Verblijf verslavingszorg 1|Verblijf verslavingszorg 1||3|1|1750|Verblijfsdag|N|N|N|N||0
20090101|20111231|act_8.4.1|act_8.4|Verblijf verslavingszorg 1|Verblijf verslavingszorg 1||3|1|1750|Verblijfsdag|N|N|N|N||1
20000101|20061231|act_8.4.2|act_8.4|Verblijf verslavingszorg 2|Verblijf verslavingszorg 2||3|1|1760|Verblijfsdag|N|N|N|J||1
20070101|20081231|act_8.4.2|act_8.4|Verblijf verslavingszorg 2|Verblijf verslavingszorg 2||3|1|1760|Verblijfsdag|N|N|N|N||0
20090101|20111231|act_8.4.2|act_8.4|Verblijf verslavingszorg 2|Verblijf verslavingszorg 2||3|1|1760|Verblijfsdag|N|N|N|N||1
20000101|20061231|act_8.4.3|act_8.4|Verblijf verslavingszorg 3|Verblijf verslavingszorg 3||3|1|1770|Verblijfsdag|N|N|N|J||1
20070101|20081231|act_8.4.3|act_8.4|Verblijf verslavingszorg 3|Verblijf verslavingszorg 3||3|1|1770|Verblijfsdag|N|N|N|N||0
20090101|20111231|act_8.4.3|act_8.4|Verblijf verslavingszorg 3|Verblijf verslavingszorg 3||3|1|1770|Verblijfsdag|N|N|N|N||1
20000101|20061231|act_8.4.4|act_8.4|Verblijf verslavingszorg 4|Verblijf verslavingszorg 4||3|1|1780|Verblijfsdag|N|N|N|J||1
20070101|20081231|act_8.4.4|act_8.4|Verblijf verslavingszorg 4|Verblijf verslavingszorg 4||3|1|1780|Verblijfsdag|N|N|N|N||0
20090101|20111231|act_8.4.4|act_8.4|Verblijf verslavingszorg 4|Verblijf verslavingszorg 4||3|1|1780|Verblijfsdag|N|N|N|N||1
20000101|20061231|act_8.4.5|act_8.4|Verblijf verslavingszorg 5|Verblijf verslavingszorg 5||3|1|1790|Verblijfsdag|N|N|N|J||1
20070101|20081231|act_8.4.5|act_8.4|Verblijf verslavingszorg 5|Verblijf verslavingszorg 5||3|1|1790|Verblijfsdag|N|N|N|N||0
20090101|20111231|act_8.4.5|act_8.4|Verblijf verslavingszorg 5|Verblijf verslavingszorg 5||3|1|1790|Verblijfsdag|N|N|N|N||1
20070101|20081231|act_8.4.6|act_8.4|Verblijf verslavingszorg 6|Verblijf verslavingszorg 6||3|1|1791|Verblijfsdag|N|N|N|N||0
20090101|20131231|act_8.4.6|act_8.4|Verblijf verslavingszorg 6|Verblijf verslavingszorg 6||3|1|1791|Verblijfsdag|N|N|N|N||1
20000101|20081231|act_8.5|act_8|Verblijf forensisch|Verblijf forensisch||2|0|1800|Verblijfsdag|N|N|N|N||0
20090101|20091231|act_8.5|act_8|Verblijf forensisch|Verblijf forensisch||2|0|1800|Verblijfsdag|N|N|N|N||1
20090101|99991231|act_8.5|act_8|Verblijf forensisch|Verblijf forensisch||2|0|1796|Verblijfsdag|N|N|N|N||2
20100101|20141231|act_8.5|act_8|Verblijf forensisch niet in strafrechtelijk kader (SK) |Verblijf forensisch niet in strafrechtelijk kader (SK) ||2|0|1800|Verblijfsdag|N|N|N|N||1
20000101|20061231|act_8.5.1|act_8.5|Verblijf forensisch 1|Verblijf forensisch 1||3|1|1810|Verblijfsdag|N|N|N|J||1
20070101|20081231|act_8.5.1|act_8.5|Verblijf forensisch 1|Verblijf forensisch 1||3|1|1810|Verblijfsdag|N|N|N|N||0
20090101|20091231|act_8.5.1|act_8.5|Verblijf forensisch 1|Verblijf forensisch 1||3|1|1810|Verblijfsdag|N|N|N|N||1
20100101|20111231|act_8.5.1|act_8.5|Verblijf forensisch niet in strafrechtelijk kader (SK) 1|Verblijf forensisch niet in strafrechtelijk kader (SK) 1||3|1|1810|Verblijfsdag|N|N|N|N||1
20090101|20131231|act_8.5.10|act_8.5|Verblijfssoort A3|Verblijfssoort A3 (verblijfsintensiteit laag, beveiligingsniveau hoog)||3|1|1803|Verblijfsdag|N|N|N|N||2
20090101|20131231|act_8.5.11|act_8.5|Verblijfssoort A4|Verblijfssoort A4 (verblijfsintensiteit laag, beveiligingsniveau  zeer hoog)||3|1|1804|Verblijfsdag|N|N|N|N||2
20090101|20131231|act_8.5.12|act_8.5|Verblijfssoort B1|Verblijfssoort B1 (verblijfsintensiteit gemiddeld, beveiligingsniveau laag)||3|1|1805|Verblijfsdag|N|N|N|N||2
20090101|20131231|act_8.5.13|act_8.5|Verblijfssoort B2|Verblijfssoort B2 (verblijfsintensiteit gemiddeld, beveiligingsniveau gemiddeld)||3|1|1806|Verblijfsdag|N|N|N|N||2
20090101|20131231|act_8.5.14|act_8.5|Verblijfssoort B3|Verblijfssoort B3 (verblijfsintensiteit gemiddeld, beveiligingsniveau hoog)||3|1|1807|Verblijfsdag|N|N|N|N||2
20090101|20131231|act_8.5.15|act_8.5|Verblijfssoort B4 |Verblijfssoort B4 (verblijfsintensiteit gemiddeld, beveiligingsniveau zeer hoog)||3|1|1808|Verblijfsdag|N|N|N|N||2
20090101|20131231|act_8.5.16|act_8.5|Verblijfssoort C1|Verblijfssoort C1 (verblijfsintensiteit hoog, beveiligingsniveau laag)||3|1|1809|Verblijfsdag|N|N|N|N||2
20090101|20131231|act_8.5.17|act_8.5|Verblijfssoort C2|Verblijfssoort C2 (verblijfsintensiteit hoog, beveiligingsniveau gemiddeld)||3|1|1810|Verblijfsdag|N|N|N|N||2
20090101|20131231|act_8.5.18|act_8.5|Verblijfssoort C3|Verblijfssoort C3 (verblijfsintensiteit hoog, beveiligingsniveau hoog)||3|1|1811|Verblijfsdag|N|N|N|N||2
20090101|20131231|act_8.5.19|act_8.5|Verblijfssoort C4|Verblijfssoort C4 (verblijfsintensiteit hoog, beveiligingsniveau zeer hoog)||3|1|1812|Verblijfsdag|N|N|N|N||2
20000101|20061231|act_8.5.2|act_8.5|Verblijf forensisch 2|Verblijf forensisch 2||3|1|1820|Verblijfsdag|N|N|N|J||1
20070101|20081231|act_8.5.2|act_8.5|Verblijf forensisch 2|Verblijf forensisch 2||3|1|1820|Verblijfsdag|N|N|N|N||0
20090101|20091231|act_8.5.2|act_8.5|Verblijf forensisch 2|Verblijf forensisch 2||3|1|1820|Verblijfsdag|N|N|N|N||1
20100101|20111231|act_8.5.2|act_8.5|Verblijf forensisch niet in strafrechtelijk kader (SK) 2|Verblijf forensisch niet in strafrechtelijk kader (SK) 2||3|1|1820|Verblijfsdag|N|N|N|N||1
20140101|99991231|act_8.5.20|act_8.5|Verblijfssoort A1|Verblijfssoort A1 (lichte verzorgingsgraad, beveiligingsniveau laag)||3|1|1820|Verblijfsdag|N|N|N|N||2
20140101|99991231|act_8.5.21|act_8.5|Verblijfssoort A2|Verblijfssoort A2 (lichte verzorgingsgraad, beveiligingsniveau gemiddeld)||3|1|1821|Verblijfsdag|N|N|N|N||2
20140101|99991231|act_8.5.22|act_8.5|Verblijfssoort A3|Verblijfssoort A3 (lichte verzorgingsgraad, beveiligingsniveau hoog)||3|1|1822|Verblijfsdag|N|N|N|N||2
20140101|99991231|act_8.5.23|act_8.5|Verblijfssoort A4|Verblijfssoort A4 (lichte verzorgingsgraad, beveiligingsniveau zeer hoog)||3|1|1823|Verblijfsdag|N|N|N|N||2
20140101|99991231|act_8.5.24|act_8.5|Verblijfssoort B1|Verblijfssoort B1 (beperkte verzorgingsgraad, beveiligingsniveau laag)||3|1|1824|Verblijfsdag|N|N|N|N||2
20140101|99991231|act_8.5.25|act_8.5|Verblijfssoort B2|Verblijfssoort B2 (beperkte verzorgingsgraad, beveiligingsniveau gemiddeld)||3|1|1825|Verblijfsdag|N|N|N|N||2
20140101|99991231|act_8.5.26|act_8.5|Verblijfssoort B3|Verblijfssoort B3 (beperkte verzorgingsgraad, beveiligingsniveau hoog)||3|1|1826|Verblijfsdag|N|N|N|N||2
20140101|99991231|act_8.5.27|act_8.5|Verblijfssoort B4|Verblijfssoort B4 (beperkte verzorgingsgraad, beveiligingsniveau zeer hoog)||3|1|1827|Verblijfsdag|N|N|N|N||2
20140101|99991231|act_8.5.28|act_8.5|Verblijfssoort C1|Verblijfssoort C1 (matige verzorgingsgraad, beveiligingsniveau laag)||3|1|1828|Verblijfsdag|N|N|N|N||2
20140101|99991231|act_8.5.29|act_8.5|Verblijfssoort C2|Verblijfssoort C2 (matige verzorgingsgraad, beveiligingsniveau gemiddeld)||3|1|1829|Verblijfsdag|N|N|N|N||2
20000101|20061231|act_8.5.3|act_8.5|Verblijf forensisch 3|Verblijf forensisch 3||3|1|1830|Verblijfsdag|N|N|N|J||1
20070101|20081231|act_8.5.3|act_8.5|Verblijf forensisch 3|Verblijf forensisch 3||3|1|1830|Verblijfsdag|N|N|N|N||0
20090101|20091231|act_8.5.3|act_8.5|Verblijf forensisch 3|Verblijf forensisch 3||3|1|1830|Verblijfsdag|N|N|N|N||1
